english_sentence,isl_gloss
"Hence, the speed of sound wave is given by: distance travelled time taken 2d t Speed of sound = = 5.4 APPLICATIONS REFLECTION OF SOUND 5.4.1 Sound board These are basically curved surfaces (concave), which are used in auditoria and halls to improve the quality of sound.",HENCE SPEED SOUND WAVE GIVE DISTANCE TRAVEL TIME TAKE T APPLICATIONS REFLECTION BOARD BASICALLY CURVE SURFACE CONCAVE USE AUDITORIA HALLS IMPROVE QUALITY PAST
This board is placed such that the speaker is at the focus of the concave surface.,SPEAKER SURFACE PLACE BOARD SUCH FOCUS CONCAVE PAST
"The sound of the speaker is reflected towards the audience thus improving the quality of sound heard by the audience. 5.4.2 Ear trumpet Ear trumpet is a hearing aid, which is useful by people who have difficulty in hearing.",WHO HEAR REFLECT SOUND SPEAKER AUDIENCE THUS IMPROVE QUALITY EAR TRUMPET AID USEFUL PEOPLE DIFFICULTY PAST PRESENT
"In this device, one end is wide and the other end is narrow.",DEVICE ONE END WIDE OTHER NARROW
The sound from the sources fall into the wide end and are reflected by its walls into the narrow part of the device.,SOUND DEVICE FALL SOURCE WIDE END REFLECT WALL NARROW PART PRESENT PAST
This helps in concentrating the sound and the sound enters the ear drum with more intensity.,SOUND INTENSITY HELP CONCENTRATE ENTER EAR DRUM MORE PRESENT
This enables a person to hear the sound better. 5.4.3 Mega phone A megaphone is a horn-shaped device used to address a small gathering of people.,MEGAPHONE PEOPLE ENABLE PERSON HEAR SOUND BETTER MEGA PHONE HORN SHAPE DEVICE USE ADDRESS SMALL GATHER PRESENT PAST
Its one end is wide and the other end is narrow.,ONE END WIDE OTHER NARROW
"When a person speaks at the narrow end, the sound of his speech is concentrated by the multiple reflections from the walls of the tube.",SOUND TUBE CONCENTRATE PERSON SPEAK NARROW END SPEECH MULTIPLE REFLECTIONS WALL PRESENT PAST
"Thus, his voice can be heard loudly over a long distance. 5.5 DOPPLER EFFECT The whistle of a fast moving train appears to increase in pitch as it approaches a stationary listener and it appears to decrease as the train moves away from the listener.",TRAIN LISTENER HEAR THUS VOICE LOUDLY LONG DISTANCE DOPPLER EFFECT WHISTLE FAST MOVE APPEAR INCREASE PITCH APPROACH STATIONARY DECREASE AWAY PAST PRESENT
"This apparent change in frequency was first observed and explained by Christian Doppler (1803-1853), an Austrian Mathematician and Physicist.",CHANGE DOPPLER OBSERVE APPARENT FREQUENCY FIRST EXPLAIN CHRISTIAN AUSTRIAN MATHEMATICIAN PHYSICIST PAST
He observed that the frequency of the sound as received by a listener is different from the original frequency produced by the source whenever there is a relative motion between the source and the listener.,FREQUENCY SOURCE OBSERVE SOUND RECEIVE LISTENER DIFFERENT ORIGINAL PRODUCE RELATIVE MOTION PAST PRESENT
"This is known as Doppler effect This relative motion could be due to various possibilities as follows: (i) The listener moves towards or away from a stationary source (ii) The source moves towards or away from a stationary listener 10th_Science_Unit-5.indd 65 12/3/2022 2:50:33 PM 66 10th Standard Science (iii) Both source and listener move towards or away from one other (iv) The medium moves when both source and listener are at rest DEFINITION When ever there is a relative motion between a source and a listener, the frequency of the sound heard by the listener is different from the original frequency of sound emitted by the source.",SOURCE MOVE KNOW DOPPLER EFFECT RELATIVE MOTION DUE VARIOUS POSSIBILITIES FOLLOW I LISTENER AWAY STATIONARY II PM STANDARD SCIENCE III ONE OTHER MEDIUM REST DEFINITION EVER FREQUENCY SOUND HEAR DIFFERENT ORIGINAL EMIT PAST PRESENT
This is known as “Doppler effect”.,THIS EFFECT KNOW DOPPLER PAST
"For simplicity of calculation, it is assumed that the medium is at rest.",MEDIUM REST ASSUME SIMPLICITY CALCULATION PAST
That is the velocity of the medium is zero.,VELOCITY MEDIUM ZERO
Let S and L be the source and the listener moving with velocities vS and vL respectively.,LISTENER VELOCITY LET S L SOURCE MOVE VELOCITIES VS VL RESPECTIVELY PRESENT
Consider the case of source and listener moving towards each other (Figure 5.7).,CONSIDER CASE SOURCE LISTENER MOVE OTHER FIGURE
"As the distance between them decreases, the apparent Table 5.2 Expression for apparent frequency due to Doppler effect Case No.",DISTANCE FREQUENCY DECREASE APPARENT TABLE EXPRESSION DOPPLER EFFECT CASE NO PRESENT NOT
Position of source and listener Note Expression for apparent frequency 1 Both source and listener move They move towards each other a) Distance between source and listener decreases. b) Apparent frequency is more than actual frequency. n' = v + vL v − vs n 2 Both source and listener move They move away from each other a) Distance between source and listener increases. b) Apparent frequency is less than actual frequency. c) vS and vL become opposite to that in case-1. n' = v − vL v + vs n 3 Both source and listener move They move one behind the other Source follows the listener a) Apparent frequency depends on the velocities of the source and the listener. b) vS becomes opposite to that in case-2. n' = v − vL v − vs n frequency will be more than the actual source frequency.,FREQUENCY BECOME POSITION SOURCE LISTENER NOTE EXPRESSION APPARENT MOVE OTHER DISTANCE DECREASE MORE ACTUAL V VL AWAY INCREASE LESS VS OPPOSITE N ONE FOLLOW DEPEND VELOCITIES PRESENT
Figure 5.7 Source and listener moving towards each other Let n and n' be the frequency of the sound produced by the source and the sound observed by the listener respectively.,N LISTENER FIGURE SOURCE MOVE OTHER LET FREQUENCY SOUND PRODUCE OBSERVE RESPECTIVELY PAST
"Then, the expression for the apparent frequency n' is n' = v + vL v − vs n Here, v is the velocity of sound waves in the given medium.",THEN EXPRESSION APPARENT FREQUENCY N V VL HERE VELOCITY SOUND WAVE GIVE MEDIUM PAST
Let us consider different possibilities of motions of the source and the listener.,WE SOURCE LET CONSIDER DIFFERENT POSSIBILITIES MOTION LISTENER
"In all such cases, the expression for the apparent frequency is given in table 5.2. 10th_Science_Unit-5.indd 66 12/3/2022 2:50:33 PM 67 Acoustics 4 Both source and listener move They move one behind the other Listener follows the source a) Apparent frequency depends on the velocities of the source and the listener. b) vS and vL become opposite to that in case-3. n' = v + vL v + vs n 5 Source at rest Listener moves towards the source a) Distance between source and listener decreases. b) Apparent frequency is more than actual frequency. c) vS = 0 in case-1. n' = v + vL v n 6 Source at rest Listener moves away from the source a) Distance between source and listener increases. b) Apparent frequency is less than actual frequency. c) vS = 0 in case-2. n' = v − vL v n 7 Listener at rest Source moves towards the listener a) Distance between source and listener decreases. b) Apparent frequency is more than actual frequency. c) vL = 0 in case-1. n' = v v − vs n 8 Listener at rest Source moves away from the listener a) Distance between source and listener increases. b) Apparent frequency is less than actual frequency. c) vL = 0 in case-2. n' = v v + vs n Suppose the medium (say wind) is moving with a velocity W in the direction of the propagation of sound.",MEDIUM SOUND SUPPOSE SUCH CASE EXPRESSION APPARENT FREQUENCY GIVE TABLE PM ACOUSTICS SOURCE LISTENER MOVE ONE OTHER FOLLOW DEPEND VELOCITIES VS VL BECOME OPPOSITE V N REST DISTANCE DECREASE MORE ACTUAL AWAY INCREASE LESS SAY WIND VELOCITY W DIRECTION PROPAGATION PAST PRESENT
"For this case, the velocity of sound, ‘v’ should be replaced with (v + W).",VELOCITY V REPLACE CASE SOUND W PAST
"If the medium moves in a direction opposite to the propagation of sound, then ‘v’ should be replaced with (v – W).",MOVE W REPLACE MEDIUM DIRECTION OPPOSITE PROPAGATION SOUND THEN V PAST
Solved problems 1.,SOLVE PROBLEMS
A source producing a sound of frequency 90 Hz is approaching a stationary listener with a speed equal to (1/10) of the speed of sound.,HZ SOUND APPROACH SOURCE PRODUCE FREQUENCY STATIONARY LISTENER SPEED EQUAL
What will be the frequency heard by the listener?,FREQUENCY HEAR LISTENER PAST WHAT
"Solution: When the source is moving towards the stationary listener, the expression for apparent frequency is n' = n v v − vs = = n n v v v − 1 10 10 9 = × 90 = 100 Hz 10 9 2.",SOLUTION SOURCE MOVE STATIONARY LISTENER EXPRESSION APPARENT FREQUENCY N HZ
A source producing a sound of frequency 500 Hz is moving towards a listener with a velocity of 30 ms–1.,HZ M-S-–-1 MOVE SOURCE PRODUCE SOUND FREQUENCY LISTENER VELOCITY
The speed of the sound is 330 ms–1.,SPEED SOUND
"What will be the frequency heard by listener? 10th_Science_Unit-5.indd 67 12/3/2022 2:50:33 PM 68 10th Standard Science Solution: When the source is moving towards the stationary listener, the expression for apparent frequency is n' = n v v − vs = n' ×500 330 330 − 30 = 550 Hz 3.",FREQUENCY HEAR LISTENER PM STANDARD SCIENCE SOLUTION SOURCE MOVE STATIONARY EXPRESSION APPARENT N HZ PAST
A source of sound is moving with a velocity of 50 ms–1 towards a stationary listener.,SOURCE LISTENER MOVE SOUND VELOCITY STATIONARY
"The listener measures the frequency of the source as 1000 Hz. what will be the apparent frequency of the source when it is moving away from the listener after crossing him? (velocity of sound in the medium is 330 m s–1) Solution: When the source is moving towards the stationary listener, the expression for apparent frequency is n' = n v v − vs = 1000 330 330 − 50 n = n 1000 × 280 330 n = 848.48 Hz.",EXPRESSION = MEASURE LISTENER FREQUENCY SOURCE HZ APPARENT MOVE AWAY CROSS VELOCITY SOUND MEDIUM SOLUTION STATIONARY N PRESENT
The actual frequency of the sound is 848.48 Hz.,ACTUAL FREQUENCY SOUND HZ
"When the source is moving away from the stationary listener, the expression for apparent frequency is n' = n v v + vs = × 848.48 330 330 + 50 = 736.84 Hz 4.",SOURCE MOVE AWAY STATIONARY LISTENER EXPRESSION APPARENT FREQUENCY N VS HZ
A source and listener are both moving towards each other with a speed v/10 where v is the speed of sound.,V SOUND MOVE SOURCE LISTENER OTHER SPEED
"If the frequency of the note emitted by the source is f, what will be the frequency heard by the listener?",FREQUENCY NOTE EMIT SOURCE F HEAR LISTENER PAST WHAT
"Solution: When source and listener are both moving towards each other, the apparent frequency is n' = .n v + vl v − vs n' = .n v + v − v 10 v 10 = n' .f 11 9 = 1.22 f 5.",SOLUTION SOURCE LISTENER MOVE OTHER APPARENT FREQUENCY N VL V F
At what speed should a source of sound move away from a stationary observer so that observer finds the apparent frequency equal to half of the original frequency?,FREQUENCY FIND SPEED SOURCE SOUND MOVE AWAY STATIONARY OBSERVER APPARENT EQUAL HALF ORIGINAL PRESENT WHAT
"Solution: When the source is moving away from the stationary listener, the expression for the apparent frequency is n' = .n v v + vs = .n v v + vs n 2 Vs = V 10th_Science_Unit-5.indd 68 12/3/2022 2:50:33 PM 69 Acoustics 5.5.1 Conditions for no Doppler effect Under the following circumstances, there will be no Doppler effect and the apparent frequency as heard by the listener will be the same as the source frequency. (i) When source (S) and listener (L) both are at rest. (ii) When S and L move in such a way that distance between them remains constant. (iii) When source S and L are moving in mutually perpendicular directions. (iv) If the source is situated at the center of the circle along which the listener is moving. 5.5.2 Applications of Doppler effect (a) To measure the speed of an automobile An electromagnetic wave is emitted by a source attached to a police car.",APPLICATIONS CAR EMIT SOLUTION SOURCE MOVE AWAY STATIONARY LISTENER EXPRESSION APPARENT FREQUENCY N V VS PM ACOUSTICS CONDITION DOPPLER EFFECT FOLLOW CIRCUMSTANCES HEAR SAME I S L REST II WAY DISTANCE REMAIN CONSTANT III MUTUALLY PERPENDICULAR DIRECTIONS SITUATE CENTER CIRCLE MEASURE SPEED AUTOMOBILE ELECTROMAGNETIC WAVE ATTACH POLICE PAST PRESENT NOT
"The wave is reflected by a moving vehicle, which acts as a moving source.",WHICH SOURCE REFLECT WAVE MOVE VEHICLE ACT PAST PRESENT
There is a shift in the frequency of the reflected wave.,SHIFT FREQUENCY REFLECT WAVE PRESENT PAST
"From the frequency shift, the speed of the car can be determined.",SPEED CAR DETERMINE FREQUENCY SHIFT PAST
This helps to track the over speeding vehicles. (b) Tracking a satellite The frequency of radio waves emitted by a satellite decreases as the satellite passes away from the Earth.,SATELLITE EARTH TRACK HELP SPEED VEHICLES FREQUENCY RADIO WAVE EMIT DECREASE PASS AWAY PRESENT PAST
"By measuring the change in the frequency of the radio waves, the location of the satellites is studied. (c) RADAR (RAdio Detection And Ranging) In RADAR, radio waves are sent, and the reflected waves are detected by the receiver of the RADAR station.",WAVE STATION SEND MEASURE CHANGE FREQUENCY RADIO LOCATION SATELLITE STUDY C RADAR DETECTION RANGE REFLECT DETECT RECEIVER PAST
"From the frequency change, the speed and location of the aeroplanes and aircrafts are tracked. (d) SONAR In SONAR, by measuring the change in the frequency between the sent signal and received signal, the speed of marine animals and submarines can be determined.",SPEED ANIMAL DETERMINE FREQUENCY CHANGE LOCATION AEROPLANES AIRCRAFTS TRACK SONAR MEASURE SEND SIGNAL RECEIVE MARINE ANIMALS SUBMARINE PAST
Points to Remember Wave velocity is the velocity with which the wave travels through the medium.,POINT REMEMBER WAVE VELOCITY TRAVEL MEDIUM PRESENT
Velocity of a sound wave is maximum in solids because they are more elastic in nature than liquids and gases.,VELOCITY SOUND WAVE MAXIMUM SOLIDS MORE ELASTIC NATURE LIQUIDS GAS
Since gases are least elastic in nature.,GAS LEAST ELASTIC NATURE
Infrasonic waves are sound wave with a frequency below 20 Hz.,INFRASONIC WAVE SOUND FREQUENCY HZ
A human ear cannot hear these waves.,EAR WAVE HEAR HUMAN NOT
"Ultrasonic waves are sound waves with frequency greater than 20 kHz, A human ear cannot detect these waves.",EAR WAVE DETECT ULTRASONIC SOUND FREQUENCY GREATER KHZ HUMAN NOT
"Reflection of sound waves obey the laws of reflection. when a compression hits the boundary of a rarer medium, it is reflected as a rarefaction.",IT RAREFACTION REFLECT REFLECTION SOUND WAVE OBEY LAWS COMPRESSION HIT BOUNDARY RARER MEDIUM PRESENT PAST
An echo is the sound reproduced due to the reflection of the original sound wave.,ECHO SOUND REPRODUCE REFLECTION ORIGINAL WAVE PAST
The minimum distance between the source and the reflecting surface should be 17.2 m to hear an echo clearly. “The apparent frequency” is the frequency of the sound as heard by the listener. 10th_Science_Unit-5.indd 69 12/3/2022 2:50:33 PM 70 10th Standard Science TEXTBOOK EVALUATION I.,MINIMUM DISTANCE SOURCE REFLECT SURFACE M HEAR ECHO CLEARLY APPARENT FREQUENCY SOUND LISTENER PM STANDARD SCIENCE TEXTBOOK EVALUATION PAST
Choose the correct answer 1.,CHOOSE CORRECT ANSWER
"When a sound wave travels through air, the air particles a) vibrate along the direction of the wave motion b) vibrate but not in any fixed direction c) vibrate perpendicular to the direction of the wave motion d) do not vibrate 2.",PARTICLE 2 VIBRATE SOUND WAVE TRAVEL AIR PARTICLES DIRECTION MOTION B FIX PERPENDICULAR D PRESENT PAST NOT
Velocity of sound in a gaseous medium is 330 ms–1.,VELOCITY SOUND GASEOUS MEDIUM
"If the pressure is increased by 4 times without causing a change in the temperature, the velocity of sound in the gas is a) 330 ms–1 b) 660 ms1 c) 156 ms–1 d) 990 ms–1 3.",PRESSURE INCREASE TIME CAUSE CHANGE TEMPERATURE VELOCITY SOUND GAS C PAST
"The frequency, which is audible to the human ear is a) 50 kHz b) 20 kHz c) 15000 kHz d) 10000 kHz 4.",FREQUENCY AUDIBLE HUMAN EAR KHZ
The velocity of sound in air at a particular temperature is 330 ms–1.,VELOCITY SOUND AIR PARTICULAR TEMPERATURE
What will be its value when temperature is doubled and the pressure is halved? a) 330 ms–1 b) 165 ms–1 c) 330 × √2 ms–1 d) 320 / √ 2 ms–1 5.,VALUE TEMPERATURE DOUBLE PRESSURE HALVE PAST
